TITLE	MAIN_CONTENT
Ubuntu	"During ubuntu installation on windows laptop, if we want to keep our data safe, then we have to partition our drive.    So before we select 'something else' during the installation and manually form the partition table, do we need to partition our D drive or E drive beforehand ? If so, how do we do that ?"
no filename extension.	"N: Ignoring file 'ros-latestlist' in directory '/etc/apt/sources.list.d/' as it has no filename extension       eYRC-EB#4008..   sir , what can i do to get rid of this?"
"      Error in opening Gazebo. eYRC-EB#4008. Sir, can you please help me out in resolving this problem.."	
Marks Distribution	Are marks given to Task 0? If yes on what basis are they given?   eYRC-EB#3071
Message in terminal window on starting	eyrc-EB-#809 Every time I start terminal window the following messages occurs. Everything else works fine. The same message also appears when I run the following statement.   source ~/.bashrc   
Video Submission	I have submiited the video using screen recorder but on the portal it is showing that task not submitted .
password error after running the first command of ROS installation	"after running the first command of ROS installation the text editor is not taking the password completely and in between is itself displaying a command Sorry, try again.  please help me out as quickly as possible.   "
Error in installing gazebo	Sir we are unable to install gazebo software .we have installed ubuntu 14.04 .could you please provide step by step guide to install gazebo
Provided Atmel studio 7 is not installing on windows 7 .	Atmel studio 7 is asking for the higher version of the windows. Is there any way to install it on windows 7 or any other alternative for using it in windows 7. 
Problem in exiting GAZEBO	Gazebo is opening properly but when closing it it takes bit longer time which makes our video length long.   In the command terminal it shows the following errors when closing GAZEBO :   (gzclient:9716): GLib-GIO-CRITICAL **: g_dbus_connection_get_unique_name: assertion 'G_IS_DBUS_CONNECTION (connection)' failed     
About Video Submission	Theme: Explorer BotThe instructions say that: Any one member of the team should run the 3 commandsDo we have to show the face of the member or we can record the screen only.Do we need to show our faces in any part of the video or we can just record the screen with the slide detail in the beginning?
About Task0 file upload	"Sir for the Task0 of Balance Bot, do we just need to upload the test_report.txt file or we need go upload a video as well? "
About editing video	Video recording limit has reached maximum. Can we edit little bit and upload it .
regarding video recording	we have a confusion do we need to show ourself in the video or we just have to capture the screen. TEAM ID: eYRC-EB#3898
can i install ros to ubuntu 12.04	 I have my ubuntu 12.04 os version can i isntall ros to it . If yes can u sen the link.   
Duration of video	"Sir,  Is it strict to have the video within 20sec as given in instruction.... Or is it okay to exceed this..? "
bash file	for bashrc file instruction it is showing that no such file or directory 
error while running command	error:-   no namespace found.
Cant open -c	It is showing the error after running the first command sudo sh –c „echo “deb http://packages.ros.org/ros/ubuntu $(lsb_release -sc) main” >/etc/opt/sources.list.d/ros-latestlist?
ROS QUERY	"  0 upgraded, 0 newly installed, 0 to remove and 538 not upgraded. WE ARE GETTING THIS COMMAND AFTER 1.7 STEP.   WHAT WE HAVE TO DO AFTER THIS AND HOW TO FIND ROS SOFTWARE ON LAPTOP       "
use of SCREEN RECORDER or ANY CAMERA	"Sir,    Can we use any camera to record the software installation and then software tests or else should we install screen recorder into the system and then perform accordingly."
Kit delivery	"eYRC-EB#2560, Sir when we will get kit of Explorer Bot ?"
Semester exams vs Task 0	"Sir,  Currently we have semester exams. So, it may not be possible for us to submit this task0 within the deadline. Will we be disqualified or penalized if we submit the task0 lately or not being unable to submit at all?"
ROS INSTALLATION	Please send the link for downloading ROS
How do we get notified if the bot has been shipped to our college?	Will we be receiving any kind of mail or any form of notification if the bot is dispatched or not. I was pretty concerned about this because we have our semesters and it is not possible every time to ask if the bot has arrived or not.
Issue while installing ROC Indigo	"echo “source /opt/ros/indigo/setup.bash” >> ~/.bashrc source ~/.bashrc After entering these 2 commands for environment setup I get the following error ""source : command not found"
Simulation software.	"Sir, Can we use python(matplotlib and Simpy) instead of Scilab for modelling and simulation as we are familiar with python and not so familiar with Scilab?"
Do Balance Bot theme requires Python programming?	"Just curious to know if the Modelling, Simulation or other codes for Balance Bot requires Python language? Eyrc BB #669"
"      Are you familiar with ""Control Systems: Analysis and Design?"""	"From rocket launch, to International Space Station rotating around Earth's orbit, to Mangalyaan send to orbit around Mars; 3-D printer extruder moves and prints prosthetic organ at your home/lab; Google driverless car navigates from one part of town to another avoiding obstacles in traffic. World is filled with automatic systems designed by humans.  But how are these things made? What analysis has to be done for designing such systems? After designing such systems, how to test its performance?  Control Systems Engineering is the branch which try to answer these questions. It teaches the language and art of designing such complex system. This art is collection of Physics and Math you have been studying from school. But may not have utilized it or forgotten it.  So let us check at which level you are right now. Select your level below: (This poll will be closed by 13/11/2016.)    Level 0 : have knowledge of ""Physics: Mechanics and Dynamics"", able to write Force equilibrium equations, draw Free body diagram  Level 1 : have knowledge of ""Differential equations"", Laplace Transform, Model systems using Linear differential equations or have studied course on ""Signal and System""  Level 2: have studied course on ""Control Systems"", have knowledge in Modelling system in frequency and time domain, obtain time and frequency response of system, analyse stability of system, root locus technique, has dome system simulation in MATLAB/Scilab  Level 3: has knowledge of controller design, PID algorithm, different types of control architectures like cascade, feed forward control, ""Digital Control System"", applied any control strategy like PID, cascade control in Embedded System  No, have no experience in ""Control Systems: Analysis and Design""  SubmitYou have not yet voted.Revoting is not allowed. Select your vote and click submit to register your vote.Your name will be visible to instructors but not students."
eyrc-EB#1864	eyrc-EB#1864 Sir ROS is installed in my laptop but when i open gazebo from terminal new window is open but there is no check floor showing which was present in Test _image provided by you it was just a blank window of gazebo. So is there any problem with gazebo or it is okk? Except gazebo all thing is exactly the same.
Query regarding ROS installation	eYRC-EB#1252   I'm unclear on the installation process of ROS. Whether we need to download the software for the same or just use the terminal commands given in the READ_ME file. Please elaborate and guide.
Ubuntu installation	"To Explorer Bot instructors,   I have windows only on my laptop and need to install Ubuntu 14.04   In the tutorial PDF, the URL to the Ubuntu image file is given, but we don't know how exactly to install it.   Should we create partition of our hard drive to install Ubuntu as a parallel OS to Windows 10, or will installing a Linux Virtual Machine like Virtual Box or VMWare be sufficient to install and run ROS with fully functional Gazebo and RViz?"
Ubuntu Version for Task0	"In theme, it is mentioned to use Ubuntu 14.04 LTS only. Can we use Ubuntu 16.04 LTS for the same? eYRC-EB#242"
Delivery of kit	"till when will be the kits  delivered? my theme is balance bot , track 2 eyrc #440"
Welcome to e-YRC 2016	"Dear Participants,   Welcome to e-Yantra Robotics Competition-2016.    This is a discussion forum. Participants can post there technical and non-technical queries on forum. Mentors will get back to you soon.   We will also encourage participants to be active on forum and help each other.   Please follow general ethics of discussion forum such as: 1. All are human -- so be humble. 2. Do not use SMS text  -- there is no word limit, so express you self completely and do not use abbreviation for words which do not have one. 3. Have patience and do not spam -- We will try to respond at the earliest. Send a follow-up only if you think its too late   Thanks & Regards Team e-Yantra  "
Tips & Tricks for a successful class	" 	.subregionContent #questionTitle{ 		display: block; 	} 	.intro_post_button_wrapper{ 		width: 100%; 	} 	.intro_post_button{ 		background: #74798C; 		font-weight: 500; 		padding: 10px; 		text-shadow: 2px 1px 1px #333; 		font-size: 17px; 		color: white; 		-moz-border-radius: 5px; 		-webkit-border-radius: 5px; 		border-radius: 5px; 		text-align: center; 		cursor: pointer; 		margin: 0px auto; 	} 	#SelectedPostPanel .intro_post_section h1{ 		font-weight: normal; 	} 	.intro_post_section{ 		margin-bottom: 20px; 	} 	.intro_post_section .intro_post_section_content{ 		padding: 0px; 		display: block; 	} 	 	.intro_post_section .intro_post_section_content p{ 		margin-bottom: 15px; 	} 	#PageCenter .mainPanel .subregion .subregionContent .subregionText ul, #preview_area .subregionText ul{ 		margin-top: 0px; 		margin-bottom: 15px; 		margin-left: 0px; 	} 	.intro_post_section .intro_post_section_content p.bottom_margin{ 		margin-bottom: 15px; 	} 	#SelectedPostPanel .intro_post_section .intro_post_section_content p a{ 		font-weight: bold; 		color: #333; 	} 	.intro_post_section_content{ 		margin-top: 5px; 	} 	.intro_post_section_line{ 		width: 400px; 		height: 1px; 		border-bottom: 1px solid #ddd; 		margin: 0px auto; 	} 	.intro_post_left_column{ 		width: 250px; 		float: left; 		margin-right: 20px; 	} 	.intro_post_right_column{ 		width: 360px; 		float: left; 	} 	.intro_post_menu{ 		background: #F5F6F6; 		border: 1px solid #EDEDED; 		padding: 0px; 		margin: 10px 0px; 	} 	.intro_post_menu ul{ 		font-size: 13px; 		color: #888; 		text-align: right; 		list-style: none; 		font-weight: bold; 	} 	.intro_post_menu li{ 		background: none; 		margin: 8px 0px; 		list-style: none; 		padding: 7px 10px 7px 0px; 		border-top: 1px solid transparent; 		border-bottom: 1px solid transparent; 		cursor: pointer; 	} 	.intro_post_menu li.selected{ 		background: white; 		border-top: 1px solid #cfcfcf; 		border-bottom: 1px solid #939393; 		box-shadow:  0px 4px 10px -1px #939393; 		-moz-box-shadow:  0px 4px 10px -1px #939393; 		-webkit-box-shadow:  0px 4px 10px -1px #939393; 		color: #333; 	} 	#preview_area li, #PageCenter .subregionText li, #followupDiscussionsContent li{ 		list-style: none; 		margin-left: 0px; 	} 	.intro_post_actions{ 		margin-top: 35px; 		font-size: 13px; 		font-weight: bold; 	} 	.intro_post_actions .button_left{ 		float: left; 		color: #c0c0c0; 		cursor: pointer; 	} 	.intro_post_actions .button_right{ 		float: right; 		color: #444; 		cursor: pointer; 	} 	.intro_post_main_content{ 		margin-top: 15px; 	} 	.intro_post_main_content p{ 		margin-bottom: 10px; 	} 	.intro_post_main_content > div{ 		display: none; 	} 	.intro_post_main_content > div.selected{ 		display: block; 	} 	.addedImage {         text-align:center;         margin-top: 5px;     }     .intro_post_menu li .arrow {     	background: url(/images/dashboard/tutorial/arrow-right-gray.png); 		display: none; 		width: 7px; 		height: 13px; 		float: left; 		margin-top: 2px; 		margin-right: 3px; 	}     .intro_post_menu li.selected .arrow { 		display: inline-block; 	}                	     		     			     				Reduce inbox clutter:     				     					     						Redirect student emails to Piazza     						Replace your class distribution list     						Use private posts to communicate with other instructors     					     				     				Set the tone for the class:     				     					     						Post announcements the first week of class     						Endorse and encourage student responses     						Encourage collaborative editing     						Go for visual posts     					     				     				Keep the class on track:     				     					     						Manage your class folders     						Link to other questions     						Mark questions duplicate     						Edit or delete anything     					     				     			     			     				     					« prev     					next »     				     				     					 	    					When students email instructors with individual questions, your teaching staff may find itself answering the same questions over and over. When a question is posted on Piazza, it only needs to be answered once.  							When students post on Piazza, everyone benefits. Students like knowing that others have the same question, and when it's answered on Piazza, it's answered for everybody.   							Ask students to post their questions to Piazza instead of emailing you directly. Some instructors choose to respond to emailed questions by redirecting the students to Piazza. Others like to copy questions from emails or office hours and post them directly on the site so the answer can benefit the entire class (and save you some time!). 						 						 	    					Piazza makes it easy to post announcements to the entire class anytime. By posting announcements on Piazza, you can see any responses to the announcement all in one place rather than letting them fill your inbox.  							To post an announcement, click ""+ New Post"" and select the ""Note"" tab, which lets you create a post that does not require a response. To make the announcement to the entire class immediately, regardless of their email settings, just check the box labeled ""Send immediately to the entire class."" All members of the class will receive an email notification of the post right away. It's a great way to get important information out fast.   							 						 						 	    					Piazza's private posts make it easy to keep all instructor dialogue in one place. When creating a new post, check the box labeled ""Make this a private question."" When an instructor adds a private post, only other class instructors can view it. Look for the blue ""Private"" label in the question feed on the left.   							Students can also create private posts. When a student creates one, only that student and the class's instructors can view the post. Student-created private posts are useful for asking questions when the student is unsure whether the material may be shared with the entire class. If the post contains information that the entire class would benefit from, an instructor can always make the private post public using the menu that appears left of the question's title in the question feed.   							 						 						 	    					As soon as you've enrolled your class, let students know you're active on Piazza by adding a couple announcements.  							The first few posts are a great opportunity to share basic information about the class, like when office hours are and how you can be contacted. Many instructors also like to lay out the ground rules for posting questions and answers on Piazza.   							Add a new post by clicking ""+ New Post"" at the top of your screen and filling in the details. Select the ""Note"" tab if you're posting an announcement and don't require a response.  							 						 						 	    					Click ""Good Question"" or ""Good Answer"" to encourage students to ask questions and respond to classmates' questions.  	    					 						 						 	    					Piazza questions and answers are like Wikipedia: anyone can contribute to them. Collaboratively edited questions and answers are far easier to read and comprehend than a long thread of comments.  							The answer to each question is divided into a students' answer (for all students to edit) and an instructors' answer (for all instructors to edit). When you read a good students' answer, click ""Good Answer!"" to endorse it—this helps encourage students to answer others' questions. Plus, when students see the checkmark over the students' answer icon in the question feed, they know that that endorsed students' answer is just as good as any instructors' answer.    							Another good way to encourage students to edit the students' answer is to refine what other students have written. Anyone can view the contributions individuals made to the response by using the Question History slider that appears above the question after several edits.  							 						 						 	    					We know from experience that visual posts can communicate concepts very effectively. Embed images, attach files, and format math and code to make posts clean and easily understandable.  	    					Easily include blocks of pre-formatted code by selecting the pre button in the question editor, and include inline code snippets by selecting the tt button for teletype text. For mathematical equations, click the Fx icon to access a LaTeX editor.  							See our formatting page for more details on how to format your posts.  							 						 						 	    					Folders make it easy to filter questions by a particular assignment or topic. Classes start out and stay more organized when instructors create folders for a class before it starts. 							Specify your class's folders in your manage class page. Click the ""Manage Class"" link at the top of your screen.  							 						 						 	    					Create a hyperlink to another post by typing the ""@"" symbol followed by that post's number (e.g. @102). Find a post's number by looking in the URL, or by hovering over the arrow to the left of the question's title in the question feed.   							 						 						 	    					If you notice that a question has been asked before, mark it as a duplicate question to avoid confusion. Select the ""Mark as Duplicate"" option in the duplicate question's more menu and follow the directions. To limit the number of duplicate questions that arise, as soon as there is a significant number of posts in your class, we'll do our part to keep things organized by requiring students to search existing posts before adding their own.  	    					 						 						 	    					As an instructor, you have full editing capabilities over all class content. You can also delete posts via the more menu or question feed drop down menu. Students do not have the ability to delete posts.  							 						     				     			      		     	     	            "
Get familiar with Piazza	" 	.subregionContent #questionTitle{ 		display: block; 	} 	.intro_post_button_wrapper{ 		width: 100%; 	} 	.intro_post_button{ 		background: #74798C; 		font-weight: 500; 		padding: 10px; 		text-shadow: 2px 1px 1px #333; 		font-size: 17px; 		color: white; 		-moz-border-radius: 5px; 		-webkit-border-radius: 5px; 		border-radius: 5px; 		text-align: center; 		cursor: pointer; 		margin: 0px auto; 	} 	#SelectedPostPanel .intro_post_section h1{ 		font-weight: normal; 	} 	.intro_post_section{ 		margin-bottom: 20px; 	} 	.intro_post_section .intro_post_section_content{ 		padding: 0px 40px; 		display: block; 	} 	 	.intro_post_section .intro_post_section_content p{ 		margin-bottom: 3px; 	} 	#PageCenter .mainPanel .subregion .subregionContent .subregionText ul, #preview_area .subregionText ul{ 		margin-top: 0px; 		margin-bottom: 15px; 	} 	.intro_post_section .intro_post_section_content p.bottom_margin{ 		margin-bottom: 15px; 	} 	#SelectedPostPanel .intro_post_section .intro_post_section_content p a{ 		font-weight: bold; 		color: #333; 	} 	.intro_post_section_content{ 		margin-top: 5px; 	} 	.intro_post_section_line{ 		width: 400px; 		height: 1px; 		border-bottom: 1px solid #ddd; 		margin: 0px auto; 	}                	     		Piazza Features     		     			Click to go to our Features List, which details all the different ways you can use Piazza.     			     		     	     	     		Integration with your Course Management Platform     		     			We view Piazza as a stronger alternative to forums that come with course management solutions. We recommend including links to your class’s discussion page on Piazza so students know how to access Piazza.     			 	    			Include this link on your course page: 	    			https://piazza.com/e-yantra.org/winter2016/eyrc2016track2/home 	    		     			     		     	     	     		FERPA, Privacy, and Control     		     			Piazza is FERPA-compliant.     			     				We protect the privacy of student education records.     			     			Piazza keeps your information private.     			     				We do not sell or rent personally identifiable information.     				You retain ownership of all the content you post.     				Your class Q&A is not searchable by search engines.     			     			Piazza puts instructors in control of their classes.     			     				You have complete editing ability over class content.     				You can manage course details and who is enrolled in your class.     				You can monitor individual instructor and student participation.     				You decide whether students can post anonymously to instructors.     			     		     	      "
Introduce Piazza to your students	"   .intro_post_button_wrapper{     width: 100%;   }   .intro_post_button{     background: #74798C;     font-weight: 500;     padding: 10px;     text-shadow: 2px 1px 1px #333;     font-size: 14px;     color: white;     -moz-border-radius: 5px;     -webkit-border-radius: 5px;     border-radius: 5px;     text-align: center;     cursor: pointer;     margin: 0px auto;     margin-bottom: 15px;   }   #SelectedPostPanel .intro_post_section .post_confirm .post_confirm_img{     height: 35px;     width: 100px;     background:url(/images/dashboard/tutorial/new_post_image.png) left top no-repeat;     float: left;     margin-right: 15px;     margin-top: 7px;   }   #SelectedPostPanel .intro_post_section .post_confirm .post_confirm_text{     width: 160px;     float: left;   }   #SelectedPostPanel .intro_post_section .post_confirm{     width: 280px;     margin: 10px auto;   }   .intro_post_section .intro_post_section_content.second_page{     display: none;     margin-top: 30px;   }   #SelectedPostPanel .intro_post_section h2{     display: block;     text-align: center;     text-transform: none;     color: #333;     font-weight: bold;     margin-top: 15px;     margin-bottom: -5px;   }   .intro_post_section{     margin-bottom: 20px;   }   #SelectedPostPanel .intro_post_section h1{     font-weight: normal;   }   .intro_post_section{     margin-bottom: 20px;   }   .intro_post_section .intro_post_section_content{     display: block;     padding: 0px 40px;   }   .intro_post_section .intro_post_section_content p{     margin-bottom: 3px;   }   .intro_post_section .intro_post_section_content textarea{     width: 100%;     height: 140px;     margin-bottom: 15px;     max-width: 100%;   }   #PageCenter .mainPanel .subregion .subregionContent .subregionText ul, #preview_area .subregionText ul{     margin-top: 0px;     margin-bottom: 15px;   }   .intro_post_section .intro_post_section_content p.bottom_margin{     margin-bottom: 15px;   }   #SelectedPostPanel .intro_post_section .intro_post_section_content p a{     font-weight: bold;     color: #333;   }   .intro_post_section_content{     margin-top: 5px;   }   .intro_post_section_line{     width: 400px;     height: 1px;     border-bottom: 1px solid #ddd;     margin: 0px auto;   }                      Post a Welcome Note!                    In your first post on Piazza, welcome your students to their new class:                        Students,  Welcome to Piazza! We'll be conducting all class-related discussion here this term. The quicker you begin asking questions on Piazza (rather than via emails), the quicker you'll benefit from the collective knowledge of your classmates and instructors. We encourage you to ask questions when you're struggling to understand a concept—you can even do so anonymously.  -%NAME%                                    Add Post                                                   Note Added!                                     To add another note, click the ""New Post"" button to the left of the search bar.                                                      Include this blurb in your syllabus                    This term we will be using Piazza for class discussion. The system is highly catered to getting you help fast and efficiently from classmates, the TA, and myself. Rather than emailing questions to the teaching staff, I encourage you to post your questions on Piazza. If you have any problems or feedback for the developers, email team@piazza.com.           Find our class page at: https://piazza.com/e-yantra.org/winter2016/eyrc2016track2/home                                           Post your office hours                    Let your students know when they can reach you in person - create a new post right here, quickly and easily:                        Students,  My office hours this term will be held: DAY from TIME–TIME at LOCATION.  -%NAME%                                    Add Post                                        Note Added!                                     To add another note, click the ""New Post"" button to the left of the search bar.                                            "
Welcome to Piazza!	"Piazza is a Q&A platform designed to get you great answers from classmates and instructors fast. We've put together this list of tips you might find handy as you get started:1.  Ask questions!The best way to get answers is to ask questions! Ask questions on Piazza rather than emailing your teaching staff so everyone can benefit from the response (and so you can get answers from classmates who are up as late as you are).2.  Edit questions and answers wiki-style.Think of Piazza as a Q&A wiki for your class. Every question has just a single students' answer that students can edit collectively (and a single instructors’ answer for instructors).3.  Add a followup to comment or ask further questions.To comment on or ask further questions about a post, start a followup discussion. Mark it resolved when the issue has been addressed, and add any relevant information back into the Q&A above.4.  Go anonymous.Shy? No problem. You can always opt to post or edit anonymously.5.  Tag your posts.It's far more convenient to find all posts about your Homework 3 or Midterm 1 when the posts are tagged. Type a “#” before a key word to tag. Click a blue tag in a post or the question feed to filter for all posts that share that tag.6.  Format code and equations.Adding a code snippet? Click the pre or tt button in the question editor to add pre-formatted or inline teletype text. Mathematical equation? Click the Fx button to access the LaTeX editor to build a nicely formatted equation.7.  View and download class details and resources.Click the Course Page button in your top bar to access the class syllabus, staff contact information, office hours details, and course resources—all in one place!Contact the Piazza Team anytime with questions or comments at team@piazza.com. We love feedback!"
URGENT: Robot Return	"Dear Participants,   Kindly return the robotic kits as already stated on the previous post and communicated via email (check your e-Yantra portal for more details). We understand that many teams are going through their exams, but sending/submitting kits will not take much of your time. Moreover, note that certificates will be withheld until we receive the kits.   We advise all the teams who have not yet returned the kit to us or submitted the kits to their college (whichever option is mentioned on the portal). Kindly communicate when you will ship/submit the robotic kit via email at helpdesk@e-yantra.org mentioning the Team ID, Theme and Date by which the team will return/submit the kit.   PS: Kits include everything that you have been provided for the theme. #pin"
Final Task: Robot Return	"Dear Participant,Greetings from e-Yantra!!Thank you for participating in the e-Yantra Robotics Competition (eYRC-2017) and we hope you had a wonderful experience.As the last task in the competition, teams have to return the Robotic kit to e-Yantra or to their respective institution.   Team leader should log in only to his/her portal and follow the given instructions carefully.    Please note that 27th April, 2018 is the last date for all the required modalities. Important:1. You can ignore this mail if your team has already submitted the robot to e-Yantra, IIT-Bombay.2. For team entitled for certificates, these will be shipped to you only after we receive the robotic kits/Robot Return acknowledgement.For any queries please mail us at helpdesk@e-yantra.org.Best wishes,e-Yantra Team #pin"
Urgent: Regarding Finals	"Dear finalists,    Kindly note the following instructions for the finals of Harvester Bot:   1. Formula as mentioned in the Rule-book will remain same. 2. Direction of attaching the Fruits will begin from the Trees side facing e-Yantra in clockwise fashion as already mentioned in the rulebook. 3. In the finals teams will be getting Trees of 4.25 inches of diameter due to unavailability of the 4 inch ones. Teams are advised to make slight changes regarding the same. Moreover the practice arena for the same will open a day before the competition hence teams can also calibrate here at IIT Bombay.  #pin"
Finalist details	"Dear finalists,   Please fill the bank and travel details carefully latest by today midnight so that we can arrange the same without any hindrance. Each member have to fill their account details on portal and only team leader have to fill the team travel details on portal. Please fill these details by today Midnight.   Stay tuned! #pin"
Final Results	"Dear Participants,   eYRC-2017 final task (Task 4: video and code) results have been announced.  Please check the portal to know the same. Please note that this decision is final and no requests about the same will be taken into consideration.   All the best!!     #pin"
URGENT: Task 4-Bonus Configuration	"Dear Participants,   In bonus configuration, you should follow only the image given in the configuration PDF file itself i.e. for bonus task you should ignore the rulebook rule that Fruits are to be placed in clockwise fashion starting from the Tree side facing e-Yantra logo (just this time, rule stands as it is.) I hope this is clear. Please let me know if there's any issue. #pin"
Final Task Deadline	"  Dear Participants, Download option of Task 4 is available only till Today Midnight. Hope you have downloaded the original configuration and started working on it.   Those who have not downloaded, please hurry up and atleast download the configuration as it won't be available later on.   We hope that you are ready with your solutions and if not, please work hard to finish the theme implementation. Any requests for extension of deadline will not be entertained.   Stay tuned and all the very best! #pin "
Final Task	"Dear Participants,   The final task of eYRC-2017 i.e. Video and Code Submission is going to be released today midnight. It will be available for download from Midnight, 22nd February, 2018 to Midnight 24th February, 2018.  Read the instructions carefully before downloading the task. Once you download the Original Configuration, a countdown timer of 48 hours will start. You will have 48 hours from time of first download to submit your solution for this Original Configuration without any penalty.   We hope that you are ready with your solutions and if not, please work hard to finish the theme implementation. Any requests for extension of deadline will not be entertained.   Stay tuned and all the very best! #pin"
Rulebook and Task 3	"Dear Participants,   Task 3 and Rulebook has been released on the portal.   Download the Rulebook under Theme tab on portal and analyse the problem statement.   Download the Task 3 from portal and complete the task before 9th January, 2018.   Happy Learning! #pin"
Hardware Testing	"Greetings from e-Yantra!   Dear Participants,   The Hardware Testing folder is available on the portal with all the related documents.   Hardware Testing folder can be downloaded from Shipment page once you accept and acknowledge that you have received the shipment from e-Yantra.   Kindly go through the video tutorial provided for the same and record similar video of Hardware Testing at your end.   Please ensure you read all the documents properly and make the hardware connections properly before switching on the power supply. Read the instructions given for video recording.   e-Yantra will not be responsible further if any fault in hardware provided is found after the deadline of 28th December, 2017. If some hardware component is faulty, please inform us as soon as possible to avoid delay in shipment.   So, perform the hardware testing and upload the video link on portal as soon as possible. There will be no extension in the deadline for Hardware Testing in any case.  Disclaimer: This is only for Planter Bot.   Any doubts or queries related to it are welcomed.   Thank you.   Happy Learning! #pin"
Stage 1 Results	"Dear participants,   Stage 1 results have been announced. Please check the results by logging into your e-Yantra portal.   PS: If you are trying to reset your portal password, it is not working due to some technical problems. Please be patient and check the same after 5 hours.   All the best!! #pin"
Task 1 Released	"Dear Participants,   We are glad to announce that Task 1 has been released. Please visit the portal and download the same. We advise you to start at the earliest to maintain balance between tasks and institute curriculum.   Before posting any query, please read the documents provided carefully as every relevant information is provided there.   NOTE: 1. Please make sure that you are receiving the correct theme folder for Task 1. If there is any error please let us know.             2. Those teams who haven't yet uploaded NOC/NDA, we are letting you to participate and complete Task 1. But kindly upload                your NOC/NDA ASAP.             3. Only team leader is allowed to Download and Upload the Task 1.             4. Multiple teams from the same college should have received dissimilar sets for Task 1 (this is applicable for Planter Bot and Harvester Bot themes only).   We advise you to avoid sharing of tasks and solutions as everything will be thoroughly checked. Any foul play suspected will directly lead to disqualification.     Happy learning and All the Best!!!!   Thanks and regards, e-Yantra team #pin"
Regarding error in NumPy installation	"If you are facing problem in NumPy installation, Please note the following change with respect to installations instructions(for Windows) you received.   As per document you are supposed to use following command: pip install numpy-1.13.3-2-cp27-none-win32   however, this throws error, so, please use following command: pip install numpy-1.13.3-2-cp27-none-win32.whl   #pin"
Task Upload	"Dear participants,   Please note that we only require ONE instance of Task output from the team i.e. from team leader's ID. This does not mean that other team members can not install software but as mentioned above we simply require one submission as you will be working as a team during the course of the competition.   All the Best!!! #pin"
Task 0 Released	"Dear Participants,   We are glad to announce that Task 0 has been released. Please visit the portal and download the same. We advise you to start at the earliest to maintain balance between tasks and institute curriculum.   Before posting any query, please read the documents provided carefully as every relevant information is provided there.   NOTE: 1. Please make sure that you are receiving the correct theme folder for Task 0. If there is any error please let us know.             2. We have tested our codes on the software versions mentioned in the documents, thus it is advised that you download the same versions and follow the given instructions properly.   Happy learning and All the Best!!!!   Thanks and regards, e-Yantra team #pin"
Important Instructions	"Dear Participants,    Greeting from e-yantra!!!    This is a discussion forum. Participants can post their technical and non-technical queries on forum. Mentors will get back to you soon.   We will also encourage participants to be active on forum and help each other.   Please follow general ethics of discussion forum such as: 1. Post your queries under proper theme folders and mention your Team ID while doing so  2. All are human -- so be humble. 3. Do not use SMS text  -- there is no word limit, so express you self completely and do not use abbreviation for words which do not have one. 4. Have patience and do not spam -- We will try to respond at the earliest. Send a follow-up only if you think its too late   Task 0 is going to be released very soon. We advise you to start at the earliest to avoid last minute stuck-ups as deadlines mentioned will not be extended.   Note: We are verifying NOC/NDA for the teams who have uploaded the documents. Teams will be notified if any discripancy is found and sufficient time will be provided to rectify the same. Those who have NOT submitted the NOCs/NDAs, they can upload till 3rd November, 2017    Happy learning!    Thanks & Regards Team e-Yantra  #pin"
Regarding New task	"Dear Participant,31st October is the last date to submit NOC/NDA. Please make sure you have submitted NOC/NDA before the due date. Task-0 is coming on 1st November.. get geared be ready to dive in !!#pin"
Search for Teammates!	
Important: opencvver error	"Hi all,    Please add the following line above line 90 in the python code checkversion.py file: opencvver = """"   This should help.   With regards, e-Yantra team  "
urgent	"Hi ,I partcipate in eyrc 2017 but I didn't got my certificate. So I want to know how I get to know it's merit or just participation certificate. We got to the last round but got eliminated in it."
When are we going to get travel reimbursement?	"I don't know if it's only us or many people along with us. As promised, we haven't got the reimbursement of ?2710 for the travel from Bengaluru to Mumbai and back. I had emailed the logistics department and the reply was that he cheques were being distributed. We had given our account numbers to which the reimbursement would be made. Still there's no response. Any idea when is likely to happen? eYRC2017Track1_jhkxjxdwr2wy.png"
about certificate	when will we get the certificate?
Bot return	Is it mandatory for us to return bots to IIT Bombay? We have returned our bots to our professor incharge of eyantra. We also got the letter signed and uploaded the same Is this also fine?  
Did anyone get their certificates yet?	    Yes  No  SubmitYou have not yet voted.Revoting is not allowed. Select your vote and click submit to register your vote.Your name will not be visible to anyone.
REGARDING ROBOT RETURN	"Respected sir,                     PB#109,We have not receive any firebird V robot. So, we worte in bracket ACCESSORIES WITHOUT FIREBIRD V and sent it. Please kindly check it wrong or right .."
Late submission of Robotic kit return acknowledgment	   We are extremely sorry sir but due to the ongoing exams there will be delay in obtaining the authorisation letter from the college.Is it okay to upload the file by tomorrow?   
RETURNING OF BOT URGENT!	"Hello sir my team is from BMS college of engineering bangalore and our college has a EYANTRA LAB , so will it do if we submit the bot to our college?"
regarding returning the bot for theme planterbot	"since we didnt receive any firebird V roobot,how do we upload the scanned copy"
Certificate	"PB#2082 Sir, We have not received any information of certificate of participation yet? Sir please reply asap."
Participation certificate	How much time it will take now to make the certificate available to us? Respond immediately...
regarding completion certificate	We haven't received our certificate of completion.
