QUERY_ID	HEADER	TITLE	MAIN_CONTENT	DATE	TAGS 
jbt6i500x9w1zw	Week 12/24 - 12/30	Error with picam	sir/maam, every time i use the command : raspistill -o image.jpg, i get the same error . So i am unable to do the second part of h/w testing. please help us here. team id #2242 	12-30-17	planter_bot
jbt1y1dl1sm39h	Week 12/24 - 12/30	H/W query	Sir/Madam, I made the following changes for H/W testing. 1. I made the connection on breadboard instead of prototyping board provided. 2. I used different set of wheels, to connect to motor shaft, as the shaft nuts was not available to fit the wheels in tight.(they were coming out while motors started). 3. I used a different LiPo battery with same ratings to avoid the usage of DC jack connection. As the battery comes with cinnections that perfectly fit on H bridge motor driver without any extra equipment used.  Are all the changes okay?? Or will there be a problem	12-30-17	planter_bot
jbsxsssd16jql	Week 12/24 - 12/30	cannot run picam.py	When i run the picam.py file it throws an error and doesnt run. Please help 	12-30-17	planter_bot
jbs9zolp5ufnk	Week 12/24 - 12/30	regarding liion battery pack	I am not able to figure out how to use the battery pack with dc jack socket.Can anyone please post about the connections pin diagram here	12-30-17	transporter_bot
jbs1lcjczlo67f	Week 12/24 - 12/30	regarding hardware testing video name..	please instruct what would be the name of our video. our team id is 3317,so name would be:  eYRC-PB#3317_H/W_Testing  is it correct??or the id which is mentioned on the shipment recieved is 58,so the name would be...  eYRC-PB#58_H/W_Testing  please instruct...as soon as possible.. 	12-29-17	planter_bot
jbrusmjr51l7mn	Week 12/24 - 12/30	Regarding hardware testing video	Dear sir/mam, We have got a raspberry pi,two motors ,and much more..in the shipment. In these things,only one motor is not working,it gets heat up . We have made the hardware testing video for showing it is not working,we have exchange the ports of motor,by interchanging them,so the video is going to be of 6.5 min ...can we upload that... Please instruct... Team id: PB#3317	12-29-17	planter_bot
jbro40nu6zk22w	Week 12/24 - 12/30	Errors in opencv installation	I follwed the steps perfectly ,but im getting this problem with opencv installation. Please help.  	12-29-17	planter_bot
jbrk53o0uft228	Week 12/24 - 12/30	One motor is not working.	Sir, one motor is not working.. it's heating. Maybe short-circuit problem is there. What should we do now... please tell as soon as possible. May i repair it...??	12-29-17	planter_bot
jbrj7bswpp2km	Week 12/24 - 12/30	fatal error: boostdesc_bgm.i: No such file or directory	"while doing sudo make in build directory i am getting this error---    ""/home/pi/opencv_contrib-3.3.1/modules/xfeatures2d/src/boostdesc.cpp:646:37: fatal error: boostdesc_bgm.i: No such file or directory #include ""boostdesc_bgm.i"" ^ compilation terminated."" after 84% of compilation  here is the CMakeDownloadLog.txt"	12-29-17	planter_bot
jbrgmiw4ov4df	Week 12/24 - 12/30	making zone indicators for planting zone	we have to cut and use the mentioned strip for zone indicators.please instruct...	12-29-17	planter_bot
jbqwj2u5nn86p	Week 12/24 - 12/30	hardware testing fault	team2118- transporter bot 1.In our firebird v one of the wheels is not rotating in the forward direction.we did all that that was posted bfore here for the same problem by changing the l293d driver too but still the problem persists 2.only two of the white line sensors led are glowing the videos for the same has been upload in the linkhttps://youtu.be/3QVkd4NLiA8 kindly reply as soon as possible as hardware testing deadline is tomorrow	12-29-17	transporter_bot,nex_robotics
jbqwgjf2mjy290	Week 12/24 - 12/30	Hardware Fault	Team 2118 1)In the firebird V bot given to us ,one wheel is not moving in forward direction.We changed the motor driver L293D chip with a new one,but still it is not working. 2)Out of three,one of white sensor is not properly Following faults have been shown in the video link: https://youtu.be/3QVkd4NLiA8	12-29-17	transporter_bot,nex_robotics
jbqrg2wqugv38y	Week 12/24 - 12/30	Hardware/Software Testing Video Time limit issues (Team #2339)	When we run our PiCam Code on Raspberry Pi, it takes a considerable amount of time to generate the output video file.(This problem takes place only when we are using SSH to give Commands). This resulted in our final video be of 4 min. It was mentioned in the testing folder files that we need to limit the video to a limit of 3 min. To adhere to the rules given, we trimmed our video during the time PiCam was collecting input frames to reduce our video time to 3 min and then we uploaded it. Is this going to cause any problems? The same video is of much lesser time if we use VNC or if we connect Raspberry with a monitor and keyboard and control it directly.	12-28-17	planter_bot
jbqq721d1hd9	Week 12/24 - 12/30	Hardware Software Testing	Sir/Madam, we recieved our shipment very late, so it seems that we wont be able to submit our H/S testing video by 28th .ie by tonight. Can we please get some extra time to do the task (within 2 days)??? Will this result in negative marking or disqualification. Please specify. Team ID 2242.	12-28-17	planter_bot
jbqlwztsj1j6pt	Week 12/24 - 12/30	Opencv installation problem	During installation of opencv....error occurred while making CMAKE file. Configuration incomplete, error occurred	12-28-17	planter_bot
jbqfgrtfkjw6zz	Week 12/24 - 12/30	Problem loading the operating system	When i use etcher and select the image file to flash it give a error that the file you're trying to access doesn't exits	12-28-17	planter_bot
jbqc81vxnf77n6	Week 12/24 - 12/30	Doubt regarding submission	Due to some technical issues, we will submit the hardware software testing video tomorrow. Will it cause any problem?	12-28-17	planter_bot
jbq7unct2y9689	Week 12/24 - 12/30	Can we use other power adapter?	We had confirmed the hardware testing in the last week. But today suddenly the power adapter used for charging has stopped working. What should we do? Can we use other power adapter of same specifications (12V/1Amp)?	12-28-17	transporter_bot
jbq53h2711m4fv	Week 12/24 - 12/30	hardware testing video due date	is there any last date for submission of hardware testing video	12-28-17	planter_bot
jbpzh8b7hvc3xv	Week 12/24 - 12/30	SSH doubt on windows	Is there any other way apart from mentioned in link given in pdf to SSH in pi through wifi. The link specifies the download for many softwares and stuffs. Is there an easy way??? Please help	12-28-17	planter_bot
jbpyz13e5sp4j9	Week 12/24 - 12/30	Hardware testing video name doubt	What should be the name of hardware testing video uploaded as YouTube unlisted video ( planter bot )	12-28-17	planter_bot
jbpg593h4kr5fy	Week 12/24 - 12/30	Hw Testing video sample	In the youtube sample video for hardware testing the clamps are attached to the motorsby using the screws and nuts. While the kit provided contains 16 studs and 32 screws and no nuts. How are we supposed to connect the clamp. The motor is perfectly working just the thing left is to attach clamps to it. Will it be okay if the video temporarily be recorded without attaching the clamps to the motors?  Team id: 1470	12-28-17	planter_bot
jbpbbi7b7bd37i	Week 12/24 - 12/30	Our camera is not working.	 We have already enabled the camera still it is showing error that camera is not enabled. We have tried some of the online suggestions but all in vain.	12-27-17	planter_bot
jbp983zm1992bm	Week 12/24 - 12/30	Static/Dynamic resizing of the overlay image	What kind of resizing of overlay image is expected out of the program. Is static resizing okay wherein no matter if there is 1 CM or 4, the individual overlay image of the flowers would be of the same size. Or are we required to work with dynamic resizing wherein the whole plantation zone needs to be covered with the overlay image.	12-27-17	planter_bot
jbp8t0j86bw57s	Week 12/24 - 12/30	CSV file for RPi	As the rulebook mentions that a CSV file will be provided for the index. Does the robot automatically need to read the CSV file over the wifi or manual input of values is required?	12-27-17	planter_bot
jbp8ppwbsyd1xi	Week 12/24 - 12/30	Chassis dimensions	What are the precribed dimensions for the chassis of the robot. I'm asking this question so everyone is on the same page with the chassis design.	12-27-17	planter_bot
jbp8mvn01ps19y	Week 12/24 - 12/30	Use of extra motors	Are we allowed to use extra motors? Rulebook doesn't mention anything about it but explicitly permits the use of extra wheels.	12-27-17	planter_bot
jbp6oj5z7jg13q	Week 12/24 - 12/30	Urgent problem regarding ssh	"I have problem in connecting pi with wifi and in ssh. I have done following steps. 1)I have download the raspbian os(.IMG file) and flash it on memory card using etcher. 2)connect sd card into pi for first booting,after booting reconnect sd card with pc. 3)make a pendrive bootable for puppy Linux. 4)boot the usb and start linux. 5)now we have to option sdf1 and sdf2. 6)sdf1 is the booted partition and sdf2 is the external partition. 7)now when I open sdf2 then all the different folders are shown as etc,mnt,...etc. But the path shown here at the top is mnt/sdf2. 8)now in mnt folder we have created two folders ,sdc1 and sdc2. 9)in sdc1 folder I have made the blank file named ssh. 10) now I have gone into the etc folder, then in wpa_supplicant folder,and copied the file wpa_supplicant file , and paste it by making sub folder in sdc2 folder .In sdc2 folder I have made etc folder,then wpa_supplicant folder,then in this folder I have paste the copied wpa_supplicant.conf file. 11)now I have open the wpa_supplicant file and write:  network={ ssid=""pg"" psk=""12345678"" }  As the pg is name of hotspot of my mobile and 12345678 is the password for that. 12)now again I have again into the original etc folder and copy the dhcpcd.conf file and now go into the sdc2 folder ,then in etc folder then,paste it here. 13) now I have connected my laptop with my wifi named pg. And check ip address. It shows: Ip address=192.168.43.48 Gateway=192.168.43.1 14) now I have opened the dhcpcd.conf file and add the following lines: Interface eth0 Ip address=192.168.43.20 Router address=192.168.43.1 Domain_name_server=192.168.43.1 Interface wlan0 Ip address=192.168.43.21 Router address=192.168.43.1 Domain_name_server=192.168.43.1  And save and close the file.  15) now takeout sd card and connect it to pi and wait for 3 minutes for booting . 16) now open mobaxterm,click on ssh and write host as 192.168.43.21 Then ok 17) but every time it gives connection time out.   Please tell if there is any wrong step I have done... Plese instruct..as soon as possible.so that we can submit software /hardware testing video.  "	12-27-17	planter_bot
jbp4a83wmca5t1	Week 12/24 - 12/30	powering up Rpi	Sir/Madam, The documentations show that the Rpi is to be powered by a 5V 2A source. The power bank offers two options of 5V 1A and 5V 2.1A. can we power it up using 2.1A option???	12-27-17	planter_bot
jbp0wooo4825g	Week 12/24 - 12/30	Cannot format SD card	When formatting the card shows the error that the disk is write protected. What does that mean and how to remove it!	12-27-17	planter_bot
jboykjij9t42xz	Week 12/24 - 12/30	HARDWARE PROBLEM - RPI SHUTDOWN (team eyrc_2339)	When we connected the circuit as given in the hardware/software testing folder, Rpi kept getting shut down. We thought this was due to lack of sufficient current from supply. To counter this, we gave external 5v power supply to check and when we connect ground of RPi to Ground of L298N, the supply is being shorted. Please advise.	12-27-17	planter_bot
jbot5r7uhuc6lr	Week 12/24 - 12/30	regarding  arduino nano functionality	ARDUINO NANO which you have provided us is not working ,so we are using ARDUINO UNO ..Is it okay? Team ID#5079	12-27-17	transporter_bot
jboldc23lk247z	Week 12/24 - 12/30	Task 3 doubt	Will we make the zone indicators on the arena by the help of a black tape?? Or any other material? Please specify if any other material is to be used. Also should we directly place the color markers on the track, on paste them on a thermocol and lye in down on the ground! ???	12-27-17	planter_bot
jbol9um4fm73id	Week 12/24 - 12/30	Rpi query	Will the videocapture command in open cv capture the frames from the picamera?? Or it works only if we connect a external usb camera??	12-27-17	planter_bot
jbo54uwbn9p5m7	Week 12/24 - 12/30	TEAM ID: 4060 Problem in installing OPENCV	We are facing problem in installing open cv. Please help us in resolving the problem.	12-27-17	planter_bot
jbnq8lt32vdia	Week 12/24 - 12/30	Help	Does anyone has the file which we got to test and check the frame rate of video file in task1. if we still have that can u email me at : abhushanadhikarijoshi@gmail.com  Thanks for the help	12-26-17	planter_bot
jbnnx5g6u2p4tb	Week 12/24 - 12/30	RPi query	How do we perform image processing on Rpi with Opencv . Any link to tutorials for learning the commands. or are the commands all the same as we did in task 1 to capture video and do all the stuffs??? help please 	12-26-17	planter_bot
jbnmfpj5gqd7as	Week 12/24 - 12/30	What is the use of the DC Jack Socket?	The hardware testing video didn't used the DC Jack Socket. While without using how is it possible to connect the wires? Also the video shows that the GND wire goes into the PCB circuits we made but where they are exactly connected there as they must be connected to the -ve terminal of the 12V battery.	12-26-17	planter_bot
jbnkiznf5ea6rc	Week 12/24 - 12/30	Faulty encoder in one of the motors	Our team ID is 4097. While testing the encoder feedback of both the motors , we found out that encoder of one motor was giving proper linear values while the other gave gibberish values. We tried everything from changing jumper wires to allocating another set of GPIO pins but ran out of luck. We emailed helpdesk in a communication dated 25 December 2017 at 6:18 pm . We believe it is a hardware problem and would be grateful for any help in this regard.	12-26-17	planter_bot,nex_robotics
jbniyg4nz2nr8	Week 12/24 - 12/30	Hardware Failure	We have tested hardware of the Robot by burning the USB GUI hex file via STK as AVR Boot loader was showing Timeout error every time we tried the burn the code using it. We have used FIREBIRD V GUI software and we were able to control Buzzer and Bot?s Motion only. We have tested the robot many times but following problems still persists : Values of other sensors i.e., White Line Sensor, IR sensor, Sharp Range Sensor, were not displayed on the software.IR proximity sensor 1,2,3 not working.The middle sensor of White Line Sensor Array not working. We tried to remove and re-insert it?s connecting cable but the problem still persists.(as instructed @845)  We have recorded a video in which we have shown every problem. Video Link: https://youtu.be/FjUJHDOdKak We are unable to conduct the test as per your instruction @845! Please refer @845 post! Kindly Look into the issue and tell us a solution as soon as possible!  Team ID #3322 	12-26-17	transporter_bot,nex_robotics
jbni36qr8vt10t	Week 12/24 - 12/30	regarding task 3	what we actually have to upload in task 3 with the file that they have given?	12-26-17	planter_bot
jbnbv80jmkx5t4	Week 12/24 - 12/30	sudo apt-get upgrade	this is the error we are facing, do help us to rectify. eyrc --1541	12-26-17	planter_bot
jbnbag3ljmd5vp	Week 12/24 - 12/30	shipment delay	Sir/Madam, our shipment has still not been delivered to the college. What shall we do? Help us! Team id 2242	12-26-17	planter_bot
jbn9zpyql111ia	Week 12/24 - 12/30	avr vs atmel studio	What are we supposed to install avr studio or atmel studio. In the eyantra dvd folder there are setups and example programs for both IDEs	12-26-17	harvester_bot,planter_bot,transporter_bot,nex_robotics
jbn4mv7j8my2n	Week 12/24 - 12/30	problem in FireBird 5	team id #1032 Sir, whenever we put our firebird 5 in charging it gives a beep sound along with the glowing of red led. According to manual it is the sign of flow of over current during charging. So sir what we will do now?  This is the video link https://drive.google.com/open?id=0B-Yg1b4-s6-Rc01nVHd2Q3hhdkl5TlQyZVQ3bUFLaEx1Z05Z	12-26-17	harvester_bot,nex_robotics
jbn1k1785el3kb	Week 12/24 - 12/30	regarding flowers	why 18 flowers are given when we require only 9 of them to work.???	12-26-17	planter_bot
jbmh79ozher2ld	Week 12/24 - 12/30	Picam Code	How to run it on RPi through MobaXterm on own PC?	12-25-17	planter_bot
jbm75xzjbwu45q	Week 12/24 - 12/30	Task 3doubt	In task 3 for question no6 can we assume the other parameters of our own excluding the given parameters?	12-25-17	planter_bot
jbm4ni0jfos40g	Week 12/24 - 12/30	MobaXterm	Not Connecting 	12-25-17	planter_bot
jbm4e8yhhue286	Week 12/24 - 12/30	hardware assembly	1)how to connect clamp bcz screws provided in shipment are quite larger can you provide hardware assembly video ? 2)there is some backlash while connecting shaft attachment that can be removed if 2 (black screw/shaft) shaft attachment per shaft is provided if you have solution then provide us	12-25-17	planter_bot
jbm26m2jf7d3e9	Week 12/24 - 12/30	PiCam.py programe getting warning	All running good but when we run the PiCam.py programe.. It shows a warning... Please Instruct us,How to overcome this problem... Team Id - #109	12-25-17	planter_bot
jblxwy3b7ka5e6	Week 12/24 - 12/30	Regarding default component	L298 ckt which we have got has default in it,it has two capacitors,but in our case one capacitor is broken out. Can we solder it or not.. Please instruct... 	12-25-17	planter_bot
jblxt1khm67643	Week 12/24 - 12/30	Regarding ssh	It seems to be difficult to connect pi to wifi and ssh. The link u have provided is not well explained.it is not clear to us ,what we have to do now,please provide a better way to connect. It should contain images,so that we can easily trace it. Please instruct...	12-25-17	planter_bot
jblxfynqc7278d	Week 12/24 - 12/30	line follower	is line follower bot with picam is easy or not .???has any team able to traverse the arena perfectly??	12-25-17	planter_bot
jblwagxm7m72an	Week 12/24 - 12/30	Use of components NOT provided in the kit	"Point 3 under section 4.3 in the planter bot rulebook permits the use of ""Additional wheels, shafts, L clamps etc."", the doubt is what does ""etc"" include? In the old rulebook, use of extra motors was allowed, are we still allowed to use extra actuators ? "	12-25-17	planter_bot
jbltgu3vxbx7g9	Week 12/24 - 12/30	PiCam not Properly Workingt	   Team Id:2778  As Following, I'm able to capture picture by PiCam. But When I try to open it, it gives me an error. Even in local machine it is not opened. It gives some error.      	12-25-17	planter_bot
jbl7chgseqe2x4	Week 12/24 - 12/30	white sensors giving same value for different surfaces & sharp sensor absent in kit	sir, we have mailed helpdesk eyantra ,2 days back for not functioning of white line sensors and not a single sharp sensor is mounted on kit.  there was no response from their end.  please provide us solution at the earliest.	12-25-17	nex_robotics,transporter_bot
jbl2mbh9rmn3dj	Week 12/24 - 12/30	"      Warning while running the code ""PiCam.py"""	"While running the code ""PiCam.py"" we are getting some warning on the terminal. The warning is ""** (Video:1445): WARNING **: Error retrieving accessibility bus address: org.freedesktop.DBus.Error.ServiceUnknown: The name org.a11y.Bus was not provided by any .service files""  Please help us in eliminating this warning.  The screenshot the warning is given below.   "	12-24-17	planter_bot
jbkysjkfysn103	Week 12/24 - 12/30	Getting some code while running 'sudo make' command	Team Id : 2778  I'am getting following output mean while running 'sudo make' command. So Is it normal or is an error ?	12-24-17	planter_bot
jbkxg7input7af	Week 12/24 - 12/30	shipment query	Sir/Madam, The shipment has still not been recieved by our college. And the next fews days is most likely to be declared as holiday for Christmas celebrations. Help us out. Team id 2242	12-24-17	planter_bot
jbkjon1fqau31s	Week 12/24 - 12/30	Planter_Bot	Dear Participants,  Task 3 and Rulebook has been updated on the portal.  Download the RulebookunderThemetab on portal and analyse the problem statement.  Download the Task 3 from portal and complete the task before9th January, 2018.  Happy Learning!	12-24-17	planter_bot,Planter_Bot
jbkaqnoupgl6yt	Week 12/24 - 12/30	regarding wifi connection	As seen in the video link, they have connected Rpi3 with pc using wifi. How do we connect our Rpi3 wih pc using wifi. please instruct as its not given in the tutorials	12-24-17	planter_bot
jbka82dri2h1dk	Week 12/24 - 12/30	Error in GUI testing of firebird V	TEAM ID: eYRC#3883  When testing for motion control the robot using the gui testing software, the robot is working well in both the forward and the right direction. But in the backward and left direction the speed of the left motor is very less when compared to the right motor. So the robot is not moving in the required direction. How to solve this problem ?  Since you have requested for a short video of the same. Here is the link to the video: Error in GUI testing of firebird  In this video, you can see that firebird bot is working well in forward and right direction.But,in backward and left direction, you can also see that the speed of the left motor is very less when compared to right motor.Because of which, bot is not moving in the specified direction. How to solve this problem ?   Thank you in advance!!	12-24-17	harvester_bot
jbjh9re5a5g4vr	Week 12/17 - 12/23	Values obtained in the left white-line sensor not matching with expected values	We know that the Firebird V has 3 white line sensors underneath it. So,while testing the bot's sensors we found that when we provide a complete black surface to these white line sensors (such that each sensor should give almost equal analog outputs), Two of the three white line sensor give almost the same value but the third sensor gives a significantly lesser analog value.  Kindly look into the drive link. We are confused whether this is normal or is a serious issue, as it can possibly lead to inaccuracies.  link: https://drive.google.com/open?id=1jAA0Pluw5xv8-PZIjoTjzT6P-t_uSr5u	12-23-17	harvester_bot,nex_robotics
jbjbn37xikc3uf	Week 12/17 - 12/23	Problem during opencv installation in rpi3	While executing ''sudo cmake -DCMAKE_BUILD_TYPE=RELEASE -DCMAKE_INSTALL_PREFIX=/usr/local-DINSTALL_PYTHON_EXAMPLES=ON -DBUILD_EXAMPLES=ON-DOPENCV_EXTRA_MODULES_PATH=~/opencv_contrib-3.3.1/modules ..'' in build directory, ''Configuring incomplete, errors occurred! '' is shown. Also, sudo make clean is not performed after that. All dependencies have been installed properly. Please help. Is there any other method of installing opencv? 	12-23-17	planter_bot
jbj9qtgda3g2xj	Week 12/17 - 12/23	PiCam preview not visible(software and hardware testing)	I ran the command raspistill -o image.jpgafter configuring the PiCam and enabling it. I am not able to see the preview of the image on my terminal even though the light switches on on the PiCam and the image is also saved on the SD card. I have attached the images below.   in the list image.jpg is saved. 	12-23-17	planter_bot
jbj1v2sn9j43tw	Week 12/17 - 12/23	IR Sensor Problem	Two of the IR sensors on the left side of the Firebird V bot do not seem to be working. Will they be used in the project or should the bot be replaced? 	12-23-17	transporter_bot
jbiy25xqeau6yr	Week 12/17 - 12/23	No data recieved from picamera.	"The software test script throws error after about 10-20 seconds of running. We tried to get a still image using  raspistill -o cam.jpg  but even that throws error, ''mmal: No data received from sensor"". We have setup the pi exactly as in the instructions. We have checked all connections and the red led on the camera glows when script is run. A blank, zero size video/image is saved.   "	12-23-17	planter_bot
jbi8qncs8it3xg	Week 12/17 - 12/23	Facing problem with Opencv Installation	Follow all the instruction but at the end we faced that problem. It show....  Please instruct us..	12-22-17	planter_bot
jbi5qqauuwo2cr	Week 12/17 - 12/23	Connecting Rpi to wifi	We have tried the method in the Hw/Sw testing documentation. But the Raspberry pi is not getting connected to WiFi. So need help regarding this	12-22-17	planter_bot
jbi307lyvph6dq	Week 12/17 - 12/23	Planter_Bot	can we use othe Os instead of Raspbian Pi....??  	12-22-17	planter_bot,Planter_Bot
jbi0glmyp3w2h1	Week 12/17 - 12/23	Hardware testing doubt	Do we need to upload anything for hardware testing part that which is gonna complete by 28th December.(Planter Bot)	12-22-17	harvester_bot,planter_bot
jbhgtnaaiou4ix	Week 12/17 - 12/23	Raspberry pi 3 Resources	Sir i have Received Raspberry pi 3 in my kit, But i don't received any resources to study the programming of raspberry pi.Please help. And i have one more doubt- How to connect raspberry pi and fire bird v because i need to connect web-camera to robot?	12-22-17	harvester_bot
jbhg9afq7oe26r	Week 12/17 - 12/23	question regarding task 3	the sample arena provided and table in the rule book has different number of color markers given . which one are we supposed to follow or can we use any number?eYRC2017Track1_jbhg8eevpt7u.png	12-22-17	planter_bot
jbhdvfbzvxu1oz	Week 12/17 - 12/23	Cannot see the task 1 result	Hi, Team id #2273... we are not able to see task one result what to do? 	12-22-17	planter_bot
jbgtvjt5j581fy	Week 12/17 - 12/23	HARDWARE FAULT	This is team id TB#417; We are having issues while testing the robot.As observed with GUI the robot's left wheel does not rotate in backward direction. Youtube Link: https://youtu.be/E56ONoG75M4 Also the IR sensor are not showing proper values. That is showing some randomn values and not varying with the obstacle. Even distance sensor values increase as object brought closer. Youtube Link: https://youtu.be/ncdQyJFHejk Only the white line sensors are working fine. Please give us further instructions. 	12-22-17	transporter_bot,nex_robotics
jbgo9rb15545ln	Week 12/17 - 12/23	rule book not available on the portal	it says rulebook coming soon	12-21-17	planter_bot,Planter_Bot
jbghvrya85k51y	Week 12/17 - 12/23	Regarding kit	Mam/sir please help us, We haven't got the kit.the professional courier sent it back to mumbai without informing us. When I have called them then they said ,ask the sender to send it again. Please instruct... Team id:3317	12-21-17	planter_bot
jbggjtb3q2683	Week 12/17 - 12/23	Harware Testing Video Tutorial	Why Planter Bot theme don't have any Hardware testing video tutorial on youtube?	12-21-17	planter_bot
jbgfwevfzhl15q	Week 12/17 - 12/23	Which Team ID to Use	When Uploading the Youtube video for hardware and software testing, which ID are we supposed to use, the one that we have originally received i.e 4097 or the one that is written on the box, or is there some other ID we are not aware of.	12-21-17	planter_bot
jbg66wcoi9b195	Week 12/17 - 12/23	Tracking query	Sir/Madam, Our tracking details is showing the same results since last 3 days , and is not getting updated. Is this a problem or simply it is taking time to get delivered? Help us here. Team id 2242 Theme: PB  	12-21-17	planter_bot
jbg1igf95zv4el	Week 12/17 - 12/23	Task 3 doubt	Is task 3 an elimination round ??	12-21-17	planter_bot,harvester_bot,transporter_bot
jbg1guunssh3qw	Week 12/17 - 12/23	Rule book not available yet	"When will the rule book for task 3 be made available.It is showing that ""rule book...coming soon ..."" Is that because we haven't received the bot (Planter bit ) yet ?"	12-21-17	planter_bot
jbg02mp97ukv	Week 12/17 - 12/23	Task 3 doubt	Should we directly edit the .docx file given and answer the questions provided and later convert to pdf.? Or should we start with a fresh file where we answer only the answers with proper marking???? 	12-21-17	planter_bot
jbfko88zsl24z7	Week 12/17 - 12/23	Shipment of Kit	Sir/Ma'am, I have not yet received the bot kit. Please look after it.Team ID#2143	12-21-17	transporter_bot
jbf14xh8ek25d0	Week 12/17 - 12/23	regarding shrap sensor.	Our team id is #1483, our bot contains only 1 sharp sensor but according the hardware manual it should be 5 is it because of the customization of each theme,means our theme is transporter bot so we will be requiring only 1,also there is only 1 sharp sensor as mentioned above but while we are communicating through gui all other sharp sensors are also giving distance which are not there on the bot. eYRC2017Track1_jbf143szqnax.jpg	12-20-17	transporter_bot
jbf13tyje7d60x	Week 12/17 - 12/23	Instruct how much more time it will take to get the shipment	Mam, our team id is #2415 , we are getting the following details on tracking the shipment . Can you pls tell us how much more time it will take for the shipment to receive to Kurukshetra ... Also, our college is going off from 22nd , so pls tell us if the shipment does not receive by tomorrow, is there any way we can change the receiving place to one of the team members city ... Hope to receive satisfiable answer	12-20-17	planter_bot
jbez726e3371px	Week 12/17 - 12/23	Component testing	Dear Instructor, Our team id is EYC#2002 We havereceivedthe consignment successfully. As per the checklist, the battery should be of 11V, 2300mAh but we get a battery of 11.1v, 2200mAh. Moreover, the castor wheel was also damaged and we haven't got the base for constructing the robot and its also not mentioned in the checklist. So, instruct us for the same.	12-20-17	planter_bot
jber5hxiudr584	Week 12/17 - 12/23	HW testing doubt	Is there anything to upload after hardware testing (Planter Bot).	12-20-17	planter_bot
jbdvv4ct9mg68p	Week 12/17 - 12/23	regarding uploaded image	we have uploaded this image,is it okay or not? please instruct.. 	12-19-17	planter_bot
jbdp4pgvdcu2eo	Week 12/17 - 12/23	Regarding kit	The status of shipment shows that it is received at kanpur,but it does not show any regarding detail of that who recieved it.,and our college didn't receive the kit yet. Please instruct.. Team id:3317	12-19-17	planter_bot
jbdl6oqq9q5678	Week 12/17 - 12/23	code is not uploading.	Our team id is TB#1483, we are not able to upload the code into the firebird through bootloader. We tried several times but error is not getting solved. eYRC2017Track1_jbdl5x4xuzid.jpg	12-19-17	transporter_bot
jbdhwjmke91xx	Week 12/17 - 12/23	query about task 2	 is this image fine for uploading or requires some change  	12-19-17	planter_bot
jbd2l8xwssw78e	Week 12/17 - 12/23	Task 3 last date query	What is the last date for the submission of task 3 ?? because we haven't received the kit yet.(Planter bot)	12-19-17	planter_bot,harvester_bot,transporter_bot
jbd15jnaif92d2	Week 12/17 - 12/23	query about shipment of kit	Sir, I am the team leader of eyrc#735 team. Sir my contact no. that i entered during registration is not valid now. And i am not able to edit on eyantra portal. Now, how will the courier person contact us. Will the other members receive the call too..? Please reply as soon as possible.	12-19-17	transporter_bot
jbckghxv8rf4cq	Week 12/17 - 12/23	regarding shipment	we have not got shipment yet but deadline of hardware testing is 28th december..please kindly check it. team id -109	12-19-17	planter_bot
jbci5o9oa4b4oc	Week 12/17 - 12/23	Doubt !!!	We have uploaded the image of the flex. Please check it. If it is OK, then good. But if any improvement is required, please inform us, we will take another snap and will upload again tomorrow. Team id - #109	12-18-17	planter_bot
jbc0ze2cgho274	Week 12/17 - 12/23	Robot kit doubt	In the unboxing video (planter bot) you said that we will receive Raspberry pi but you gave tutorials of Atmega 2560 , On what are really going to work ??	12-18-17	planter_bot
jbby765uksv35a	Week 12/17 - 12/23	HB Flex printing	The given size in the Readme file is 274 x 274 cms. But when the file is opened, the dimensions are 275.13 x 275.13.Moreover the line width and Node length are also varying. How to resize it to the correct proportions? Team#2268 HB	12-18-17	harvester_bot
jbbwmjlisl0dw	Week 12/17 - 12/23	Task 1 results	We got disqualified in task 1.will we recieve participation certificate and by when ???	12-18-17	planter_bot
jbbpkd45ldoam	Week 12/17 - 12/23	Transparency in evaluation method of Flex sheet image upload	Please vote if you would like Eyantra to shed some light on the exact procedure of them evaluating our image upload task. This would help the students to know where they could go wrong and avoid those mistakes. Am I interested to know how our submissions will be evaluated?   Yes No Don't care  SubmitYou have not yet voted.Revoting is not allowed. Select your vote and click submit to register your vote.Your name will not be visible to anyone.	12-18-17	harvester_bot,planter_bot,transporter_bot
jbamfbx2dav5as	Week 12/17 - 12/23	Error while uploading Pic	Sir/Madam, My Team ID is #2242. I have been trying to upload the pic for the arena since last 2 hrs but each time the upload process completes till 50% and throws a error. Can you please check the issue!!!	12-17-17	planter_bot
jbameseoak13b	Week 12/17 - 12/23	Regarding shipment address	Team id #2659 We are on vacations uptil 25th Dec and we haven't got shipment updates. We need to know how much in advance we will get the updates, so one of us will reach college to collect it?	12-17-17	transporter_bot
jba8hddzm7a3tk	Week 12/17 - 12/23	What is the last date of 'confirming' the acknowledgement for Robotic kit?	We are trying to test the robotic kit provided but it is taking time. Do we have to confirm it before 19th December?	12-17-17	transporter_bot
jba5opgo94d56x	Week 12/17 - 12/23	doubt regarding shipment details	Wewere shortlisted forstage 2 but we are unable to open the shipment details blog is there any problem or it will open after some days I just need to clarify it.our team id is 2457. Andour theme isharvester bot	12-17-17	harvester_bot
